id,name,dateStart,dateEnd,type,questionQty
1832,Бакинская жемчужина,2013-07-13T00:00:00+04:00,2013-07-13T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
2049,Город героев,2012-09-22T00:00:00+04:00,2012-09-23T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2050,Малая Земля,2012-09-30T00:00:00+04:00,2012-09-30T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
2077,Открытый кубок России,2012-12-01T00:00:00+04:00,2012-12-03T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
2085,Кубок Тель-Авива,2012-11-04T00:00:00+04:00,2012-11-04T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2086,Чемпионат мира. Отборочный турнир,2012-09-08T00:00:00+04:00,2012-09-08T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
2087,Кубок Ломоносова,2012-11-04T00:00:00+04:00,2012-11-05T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2088,Самариум,2012-11-10T00:00:00+04:00,2012-11-11T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 24, '2': 24, '3': 24}"
2089,Чемпионат Львовской области,2012-09-29T00:00:00+04:00,2013-05-25T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 0, '0': 0}"
2113,Северная Сова,2012-10-12T00:00:00+04:00,2012-10-14T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
2116,Кубок Губернатора Тверской области,2012-09-29T00:00:00+04:00,2012-09-30T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15}"
2117,Чемпионат России,2013-04-13T00:00:00+04:00,2013-04-14T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15, '7': 15}"
2136,Открытый чемпионат Смоленска,2012-09-15T00:00:00+04:00,2012-09-16T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12, '6': 12}"
2138,Осенний Ёж,2012-09-22T00:00:00+04:00,2012-09-22T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2147,В четыре руки,2012-12-08T00:00:00+04:00,2012-12-09T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 13, '2': 13, '3': 13}"
2148,Чемпионат Украины. Первый этап,2012-12-08T00:00:00+04:00,2012-12-08T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2149,Чемпионат Украины. Предварительный этап,2012-09-22T00:00:00+04:00,2012-09-22T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2150,Олимпийский кубок ЛУК,2012-10-20T00:00:00+04:00,2012-10-21T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2151,Балтийский берег,2012-10-05T00:00:00+04:00,2013-05-12T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12, '6': 12, '7': 12, '8': 12, '9': 12, '10': 12, '11': 12, '12': 12, '13': 12, '14': 12, '15': 12, '16': 12, '17': 12, '18': 12}"
2152,Чемпионат Украины. Вторая лига,2012-09-29T00:00:00+04:00,2013-03-16T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
2153,Кубок Украины,2013-05-25T00:00:00+04:00,2013-05-25T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2155,Кубок Ичеришехер. Первый этап,2012-11-10T00:00:00+04:00,2012-11-11T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
2156,Гостиный двор,2012-11-10T00:00:00+04:00,2012-11-11T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2157,Чемпионат Долгопрудного,2012-11-25T00:00:00+04:00,2012-11-25T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 15, '2': 15, '3': 15}"
2158,Синхрон Моносова,2012-09-08T00:00:00+04:00,2012-09-10T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 13, '2': 13, '3': 13}"
2159,Открытый чемпионат Реутова,2012-09-02T00:00:00+04:00,2012-09-02T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
2161,Кубок вМоГоТУ,2012-10-20T00:00:00+04:00,2012-10-20T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
2164,Горький октябрь,2012-10-27T00:00:00+04:00,2012-10-29T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
2165,Кубок Хэллоуина,2012-11-03T00:00:00+04:00,2012-11-04T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 13, '2': 13, '3': 13}"
2166,Открытый Всероссийский синхронный чемпионат,2012-09-30T00:00:00+04:00,2013-03-03T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12, '6': 12, '7': 12, '8': 12, '9': 12, '10': 12, '11': 12, '12': 12, '13': 12, '14': 12, '15': 12, '16': 12, '17': 12, '18': 12}"
2167,Чемпионат Усть-Каменогорска,2012-12-08T00:00:00+04:00,2012-12-08T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 15, '2': 15, '3': 15}"
2168,Чемпионат мира. Малый финал,2012-09-09T00:00:00+04:00,2012-09-09T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2169,Чемпионат мира. Финал,2012-09-09T00:00:00+04:00,2012-09-09T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2170,Олимпийский Кубок Киева. Гладкий зачёт,2012-09-15T00:00:00+04:00,2012-09-15T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12, '6': 12}"
2172,Осенний чемпионат Тюменской области,2012-09-29T00:00:00+04:00,2012-09-30T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2174,Горький октябрь 2,2012-10-27T00:00:00+04:00,2012-10-27T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2175,Кубок Акима Караганды,2012-11-18T00:00:00+04:00,2012-11-18T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2176,Кубок Полесья,2012-09-22T00:00:00+04:00,2012-09-23T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2177,Чемпионат Курска,2012-11-18T00:00:00+04:00,2012-11-18T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
2178,Львов зимой,2013-01-12T00:00:00+04:00,2013-01-13T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2179,Чемпионат Украины. 2 этап - Знатоки в Алуште,2013-02-16T00:00:00+04:00,2013-02-16T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2180,Кубок провинций,2012-10-13T00:00:00+04:00,2012-10-15T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 14, '2': 14, '3': 14}"
2181,Кубок городов,2013-04-07T00:00:00+04:00,2013-04-07T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
2182,Кубок чемпионов,2013-06-02T00:00:00+04:00,2013-06-02T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
2183,Black Sea Open,2013-07-26T00:00:00+04:00,2013-07-28T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12, '6': 12}"
2184,Псковские снетки,2012-11-03T00:00:00+04:00,2012-11-04T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2185,Енисейская знать,2012-10-27T00:00:00+04:00,2012-10-28T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
2188,Кубок Апокалипсиса,2012-12-22T00:00:00+04:00,2012-12-23T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 11, '2': 11, '3': 11, '4': 11}"
2189,Кубок Зелёного Змея,2013-01-12T00:00:00+04:00,2013-01-13T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
2190,Тут под Львовским Замком,2012-10-06T00:00:00+04:00,2012-10-07T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2191,Мемориал Сидлецкого,2012-12-15T00:00:00+04:00,2012-12-16T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12, '6': 12}"
2192,Нестерка,2012-10-20T00:00:00+04:00,2012-10-21T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 20, '2': 20, '3': 20}"
2193,Баюнале,2012-11-10T00:00:00+04:00,2012-11-11T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15, '7': 15}"
2194,Рукописи не горят,2012-10-27T00:00:00+04:00,2012-10-27T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 18, '2': 18}"
2195,Кубок Метрополии,2013-06-12T00:00:00+04:00,2013-06-12T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 21, '2': 21}"
2196,Чемпионат Тулы,2012-10-27T00:00:00+04:00,2012-10-27T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 12, '2': 12, '3': 12}"
2197,Покровские встречи,2012-10-14T00:00:00+04:00,2012-10-14T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2199,Открытый кубок МГУ,2012-11-24T00:00:00+04:00,2012-11-24T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
2200,Бархатный сезон (КК),2012-09-15T00:00:00+04:00,2012-09-16T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15}"
2201,Чемпионат Екатеринбурга и Свердловской области,2012-11-10T00:00:00+04:00,2012-11-11T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15, '7': 15, '8': 15, '9': 15, '10': 15}"
2202,Чемпионат Москвы. Отбор. Первый этап,2012-10-07T00:00:00+04:00,2012-10-07T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2203,Чемпионат Москвы. Отбор. Второй этап,2012-10-07T00:00:00+04:00,2012-10-07T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2204,Чемпионат Москвы. Отбор. Третий этап,2012-10-07T00:00:00+04:00,2012-10-07T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2205,Вологодский фестиваль,2012-12-08T00:00:00+04:00,2012-12-08T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2206,Покорение Сибири,2012-12-08T00:00:00+04:00,2012-12-09T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2207,Осенний чемпионат Нижневартовска,2012-11-11T00:00:00+04:00,2012-11-11T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 15, '2': 15, '3': 15}"
2208,Открытый чемпионат Архангельска,2012-11-18T00:00:00+04:00,2012-11-18T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
2209,Открытый кубок Зеленограда,2013-01-27T00:00:00+04:00,2013-01-27T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
2210,Кубок Волгограда. Клаусура,2013-03-03T00:00:00+04:00,2013-03-03T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
2211,Кубок Волгограда. Апертура,2012-12-23T00:00:00+04:00,2012-12-23T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 12, '2': 12, '3': 12}"
2212,Кубок Волгограда. Костарикатура,2013-02-10T00:00:00+04:00,2013-02-10T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 12, '2': 12, '3': 12}"
2213,Кубок ДоДона,2013-01-27T00:00:00+04:00,2013-01-27T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
2214,Кубок Узбекистана,2012-11-11T00:00:00+04:00,2012-11-11T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
2215,Кубок Мюнхгаузена,2012-11-10T00:00:00+04:00,2012-11-11T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
2216,Чемпионат Тюмени,2012-11-11T00:00:00+04:00,2012-11-11T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 18, '2': 18}"
2217,Фестиваль памяти Сергея Некрасова,2013-01-06T00:00:00+04:00,2013-01-07T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2218,Игры Доброй Воли,2013-02-24T00:00:00+04:00,2013-02-24T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12}"
2219,Чемпионат Санкт-Петербурга. Высшая лига,2012-09-23T00:00:00+04:00,2012-11-18T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 0, '0': 0}"
2220,Чемпионат Санкт-Петербурга. Первая лига,2012-09-23T00:00:00+04:00,2012-11-18T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 0, '0': 0}"
2221,Осенний кубок,2012-11-29T00:00:00+04:00,2012-11-29T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 15, '2': 15, '3': 15}"
2222,Кубок МИФИ,2013-03-23T00:00:00+04:00,2013-03-23T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
2223,Беловежская зима,2012-12-01T00:00:00+04:00,2012-12-02T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
2224,Чемпионат Саратова,2012-10-07T00:00:00+04:00,2012-11-25T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 0, '0': 0}"
2225,Юбилейный Израиль,2013-04-13T00:00:00+04:00,2013-04-15T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
2226,Чемпионат Казани,2012-11-18T00:00:00+04:00,2012-11-18T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 0, '0': 0}"
2227,Волжские зори,2012-11-03T00:00:00+04:00,2012-11-05T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12, '6': 12, '7': 12, '8': 12}"
2228,Зимний кубок,2012-12-07T00:00:00+04:00,2012-12-07T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 12, '2': 12, '3': 12}"
2229,Чемпионат Нижнего Новгорода,2012-09-09T00:00:00+04:00,2012-11-18T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 0, '0': 0}"
2231,Гвидон,2012-11-17T00:00:00+04:00,2012-11-18T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2232,Азовский бриз,2013-02-02T00:00:00+04:00,2013-02-04T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
2234,Кубок Европы среди студентов,2012-11-09T00:00:00+04:00,2012-11-11T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 0, '0': 0}"
2235,Мемориал Дмитрия Коноваленко,2013-02-09T00:00:00+04:00,2013-02-09T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2236,Знатокиaда. Всеобщий открытый турнир,2013-05-04T00:00:00+04:00,2013-05-04T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12}"
2237,Краснодарский рождественский турнир,2013-01-07T00:00:00+04:00,2013-01-07T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
2238,МАЙЯтник Фуко,2012-12-21T00:00:00+04:00,2012-12-22T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 12, '2': 12, '3': 12}"
2239,Инновационный Цикл,2012-12-22T00:00:00+04:00,2012-12-22T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 12, '2': 12, '3': 12}"
2242,Чемпионат Азербайджана,2012-12-22T00:00:00+04:00,2012-12-22T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
2243,Холодная Голова,2013-01-04T00:00:00+04:00,2013-01-07T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2244,Чемпионат Азербайджана среди студентов,2013-05-18T00:00:00+04:00,2013-05-19T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
2245,Студенческий чемпионат России,2013-04-20T00:00:00+04:00,2013-04-21T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2246,Синхронный кубок Зеленограда,2013-01-27T00:00:00+04:00,2013-01-28T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
2247,Кубок Беларуси,2012-12-09T00:00:00+04:00,2012-12-09T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
2248,Кубок Ичеришехер. Второй этап,2013-02-15T00:00:00+04:00,2013-02-17T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
2250,Кубок Хайфы,2013-01-12T00:00:00+04:00,2013-01-13T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2251,Громкокипящий кубок,2013-01-18T00:00:00+04:00,2013-01-21T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 10, '2': 10, '3': 10, '4': 10}"
2254,Открытый кубок Мордовии,2013-03-09T00:00:00+04:00,2013-03-10T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2255,Чемпионат Саранска. Высшая лига,2012-12-13T00:00:00+04:00,2012-12-14T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 0, '0': 0}"
2256,Центрально-Европейская лига. Калуга-Смоленск,2012-12-08T00:00:00+04:00,2012-12-09T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
2257,Открытый кубок Черноземья,2013-05-18T00:00:00+04:00,2013-05-19T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2258,Буковинская коляда,2013-01-20T00:00:00+04:00,2013-01-20T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12}"
2260,Январский дебют,2013-01-27T00:00:00+04:00,2013-01-27T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
2261,Кубок весей,2013-03-01T00:00:00+04:00,2013-03-03T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
2262,Всеармянский фестиваль,2012-12-22T00:00:00+04:00,2012-12-22T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 16, '2': 16, '3': 16}"
2263,Интеллектуальная ворона,2013-04-07T00:00:00+04:00,2013-04-07T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
2264,Чемпионат Ивантеевки,2013-01-20T00:00:00+04:00,2013-01-20T20:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12}"
2265,Ивантеллект,2013-06-07T00:00:00+04:00,2013-06-10T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 10, '2': 10, '3': 10}"
2266,Чемпионат Азербайджана,2013-05-19T00:00:00+04:00,2013-05-19T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
2267,Кубок Сигулды,2013-01-12T00:00:00+04:00,2013-01-13T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12}"
2268,Гамбургский счёт,2013-03-02T00:00:00+04:00,2013-03-02T00:00:00+04:00,"{'id': 6, 'name': 'Строго синхронный'}","{'1': 15, '2': 15, '3': 15}"
2269,Неспростая зима,2013-01-20T00:00:00+04:00,2013-01-20T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 21, '2': 21}"
2270,Игра головой,2013-02-17T00:00:00+04:00,2013-02-17T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 20, '2': 20, '3': 20}"
2271,Кубок Альфы,2013-02-24T00:00:00+04:00,2013-02-24T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 15, '2': 15, '3': 15}"
2273,Открытый чемпионат ОНЭУ,2013-02-19T00:00:00+04:00,2013-04-16T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 24, '2': 24, '3': 24, '4': 24, '5': 24, '6': 24, '7': 24}"
2274,Знатокиада. Эпиграф,2013-03-08T00:00:00+04:00,2013-03-11T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
2275,Турнирум,2013-03-23T00:00:00+04:00,2013-03-24T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
2276,Универсиада,2013-03-02T00:00:00+04:00,2013-03-03T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2277,Весна в ЛЭТИ,2013-03-16T00:00:00+04:00,2013-03-17T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15}"
2278,mgimo.open,2013-03-30T00:00:00+04:00,2013-03-30T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
2279,Чемпионат США,2013-04-20T00:00:00+04:00,2013-04-21T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
2280,Вешние воды,2013-04-28T00:00:00+04:00,2013-04-28T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
2281,Национальный кубок ЛУК,2013-05-11T00:00:00+04:00,2013-05-12T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12, '6': 12}"
2282,Восьмой блин,2013-05-18T00:00:00+04:00,2013-05-19T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15}"
2283,Каменный цветок,2013-05-11T00:00:00+04:00,2013-05-12T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2284,Чемпионат Канады-2013,2013-06-01T14:00:00+04:00,2013-06-02T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12}"
2285,Кубок Замкадья,2013-06-09T00:00:00+04:00,2013-06-09T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
2286,Ревельская весна,2013-05-25T00:00:00+04:00,2013-05-26T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
2287,Саратов,2013-05-09T00:00:00+04:00,2013-05-11T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15}"
2288,Голосеевский кубок,2013-02-10T00:00:00+04:00,2013-02-10T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 15, '2': 15, '3': 15}"
2289,"Ледокол ""Адмирал Окуневский""",2013-02-24T00:00:00+04:00,2013-02-24T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
2290,Чемпионат Мордовии,2012-10-21T00:00:00+04:00,2013-01-13T00:00:00+04:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
2291,Центрально-Европейская лига. Тула-Иваново,2013-02-16T00:00:00+04:00,2013-02-17T00:00:00+04:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
2293,Зимник,2013-02-23T00:00:00+04:00,2013-02-24T00:00:00+04:00,"{'id': 4, 'name': 'Региональный'}","{'1': 18, '2': 18, '3': 18, '4': 18}"
