id,name,dateStart,dateEnd,type,questionQty
3223,Кубок Квасира,2015-07-03T19:00:00+03:00,2015-07-07T19:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
3225,15 лет. Полёт нормальный - cинхрон,2015-05-16T18:00:00+03:00,2015-05-20T18:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
3226,Открытый чемпионат США,2015-03-28T10:00:00+03:00,2015-03-29T16:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
3227,Школьный кубок княгини Ольги,2015-04-04T13:00:00+03:00,2015-04-05T15:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15}"
3228,Играй для жизни,2015-09-25T16:00:00+03:00,2015-09-29T14:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
3229,Открытое первенство Сибири,2015-02-20T09:00:00+03:00,2015-02-22T13:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15}"
3230,Чемпионат Эстонии,2015-03-28T12:00:00+03:00,2015-03-28T17:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
3231,Чемпионат Мурманской области. Игра первая.,2015-03-13T00:00:00+03:00,2015-03-17T00:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 20, '2': 20, '3': 20}"
3232,Студенческая сибирская лига. Общий зачёт,2013-10-04T00:00:00+04:00,2014-03-30T00:00:00+04:00,"{'id': 5, 'name': 'Общий зачёт'}","{'1': 36, '2': 36, '3': 36, '4': 36, '5': 36, '6': 36}"
3233,Синхрон Высшей лиги. 2-й этап,2015-03-06T19:00:00+03:00,2015-03-10T19:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
3234,Голова лося,2015-04-12T18:00:00+03:00,2015-04-12T21:15:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
3235,Чемпионат Брянской области,2015-04-25T11:00:00+03:00,2015-04-25T17:15:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15}"
3236,Десятый блин,2015-05-23T13:00:00+03:00,2015-05-24T16:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12, '6': 12}"
3237,Весенний Умлаут,2015-04-04T10:00:00+03:00,2015-04-04T17:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
3238,Студенческое Гран-При Томской области,2014-09-21T00:00:00+04:00,2014-11-23T17:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12, '6': 12, '7': 12, '8': 12, '9': 12}"
3239,Кубок Белоярской АЭС,2015-04-26T10:00:00+03:00,2015-04-26T15:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
3242,"Открытый зимний братский кубок ""От Винта""",2015-02-26T18:30:00+03:00,2015-02-26T21:30:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 18, '2': 18}"
3243,Чемпионат Мордовии,2015-02-01T14:00:00+03:00,2015-02-01T14:00:00+03:00,"{'id': 2, 'name': 'Обычный'}",{'1': 1}
3246,Студенческая сибирская лига. 5 этап,2015-03-07T14:00:00+03:00,2015-03-10T14:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
3247,Студенческая сибирская Лига. 6 этап,2015-03-27T14:00:00+03:00,2015-03-31T14:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
3248,Чемпионат Украины. Высшая лига,2014-11-22T00:00:00+03:00,2015-02-22T14:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15, '7': 15, '8': 15, '9': 15, '10': 15, '11': 15, '12': 15}"
3249,Чемпионат Украины. Первая лига.,2014-11-22T00:00:00+03:00,2015-02-22T14:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15, '7': 15, '8': 15, '9': 15, '10': 15, '11': 15, '12': 15}"
3250,Студенческий чемпионат Ярославской области,2015-03-13T16:00:00+03:00,2015-03-13T18:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
3251,Форум. 20 лет,2015-03-28T14:00:00+03:00,2015-04-01T14:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 20, '2': 20}"
3252,Чемпионат Латвии,2015-03-28T12:00:00+03:00,2015-03-28T19:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
3253,Чемпионат Узбекистана,2015-03-28T14:00:00+03:00,2015-03-29T14:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
3254,Чемпионат Минска. Лига А. Тур пятый.,2015-03-23T18:45:00+03:00,2015-03-23T21:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 18, '2': 18}"
3255,Вопросы категории Б. Этап 5.,2015-03-15T08:00:00+03:00,2015-03-18T23:55:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 18, '2': 18}"
3256,Вопросы категории Б. Этап 6.,2015-04-12T06:00:00+03:00,2015-04-15T14:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 18, '2': 18}"
3257,Синхронный турнир ЛУК. Этап 3,2015-03-14T10:00:00+03:00,2015-03-16T23:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
3258,Жажда фактов. Общий зачёт,2015-01-23T19:00:00+03:00,2015-03-03T19:00:00+03:00,"{'id': 5, 'name': 'Общий зачёт'}","{'1': 36, '2': 36}"
3259,Чемпионат Зеленограда,2015-03-22T14:00:00+03:00,2015-03-22T17:30:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
3260,Чемпионат Туркменистана,2015-03-29T13:00:00+03:00,2015-03-29T18:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
3261,Чемпионат Молдовы на русском языке,2015-03-29T11:00:00+03:00,2015-03-29T16:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
3262,Чемпионат Молдовы на румынском языке,2015-03-28T11:00:00+03:00,2015-03-28T16:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
3263,Поволжская лига,2015-04-12T11:00:00+03:00,2015-04-12T18:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 10, '2': 10, '3': 10, '4': 10, '5': 10, '6': 10, '7': 10}"
3264,GandiCup,2015-03-26T20:00:00+03:00,2015-03-26T22:30:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 14, '2': 14, '3': 14}"
3265,Межфакультетский кубок МГУ,2015-04-07T19:00:00+03:00,2015-04-07T22:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12}"
3266,Букет Молдавии. Кубок дружбы,2015-05-22T19:00:00+03:00,2015-05-26T19:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
3267,Рижские каникулы. Кубок Дружбы,2015-08-14T19:00:00+03:00,2015-08-18T19:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
3268,Синхрон Высшей лиги. Общий зачёт,2015-02-13T19:01:00+03:00,2015-03-10T19:00:00+03:00,"{'id': 5, 'name': 'Общий зачёт'}","{'1': 48, '2': 48}"
3269,Корабль Тесея. Общий зачёт,2015-01-16T19:00:00+03:00,2015-03-03T19:14:00+03:00,"{'id': 5, 'name': 'Общий зачёт'}","{'1': 36, '2': 36}"
3270,Ревельская весна,2015-05-23T12:00:00+03:00,2015-05-24T14:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15}"
3271,Гамбургский счёт. Весна,2015-04-18T13:00:00+03:00,2015-04-18T13:00:00+03:00,"{'id': 6, 'name': 'Строго синхронный'}","{'1': 15, '2': 15, '3': 15}"
3272,Гамбургский счёт. Лето,2015-05-30T13:00:00+03:00,2015-05-30T13:00:00+03:00,"{'id': 6, 'name': 'Строго синхронный'}","{'1': 15, '2': 15, '3': 15}"
3273,Гамбургский счёт. Общий зачёт,2014-11-01T00:00:00+03:00,2015-05-30T13:00:00+03:00,"{'id': 5, 'name': 'Общий зачёт'}","{'1': 45, '2': 45, '3': 45, '4': 45}"
3274,Студенческий кубок Волгограда,2015-03-14T15:30:00+03:00,2015-03-14T18:30:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
3276,Чемпионат Московской области,2015-03-22T12:00:00+03:00,2015-03-22T16:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
3278,Синхрон Кубка губернатора Иркутской области,2015-04-04T12:00:00+03:00,2015-04-08T10:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
3279,Регулярный чемпионат МУБК,2015-04-28T00:00:00+03:00,2015-05-19T21:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12, '6': 12}"
3280,Первенство Правого Полушария,2015-03-22T00:00:00+03:00,2015-03-24T23:55:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15}"
3281,Саратов,2015-05-01T13:00:00+03:00,2015-05-03T16:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
3282,Кубок губернатора Иркутской области,2015-04-04T07:00:00+03:00,2015-04-05T14:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
3283,Чемпионат Мурманской области. Игра вторая.,2015-04-10T00:00:00+03:00,2015-04-14T00:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 20, '2': 20, '3': 20}"
3284,Открытый Кубок Черноземья,2015-06-06T13:00:00+03:00,2015-06-07T14:30:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
3285,Июнтеллект,2015-06-13T12:00:00+03:00,2015-06-13T16:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
3286,Кубок трёх городов,2015-04-04T14:00:00+03:00,2015-04-05T19:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
3287,Весенний турнир,2015-04-04T10:00:00+03:00,2015-04-04T16:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 10, '2': 10, '3': 10, '4': 10}"
3288,Открытый кубок Серпухова,2015-06-28T12:00:00+03:00,2015-06-28T18:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
3289,mgimo.open,2015-03-28T17:00:00+03:00,2015-03-28T21:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
3290,"Кубок Победы, или Ультиматум",2015-04-18T14:00:00+03:00,2015-04-19T15:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
3291,Чемпионат Казахстана,2015-05-09T10:00:00+03:00,2015-05-10T18:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
3292,Умлаут,2015-04-10T19:00:00+03:00,2015-04-14T19:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 14, '2': 14, '3': 14}"
3293,Чемпионат УГГУ,2015-03-28T12:00:00+03:00,2015-03-28T17:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12}"
3294,Чемпионат Астрахани. Contra Mundi,2015-03-29T14:00:00+03:00,2015-03-29T17:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12}"
3295,Студенческий чемпионат Беларуси,2015-05-09T11:00:00+03:00,2015-05-10T20:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
3296,Кубок Ичеришехер. Третий этап.,2015-05-15T18:00:00+03:00,2015-05-19T18:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
3297,Мартовский лев,2015-03-28T15:00:00+03:00,2015-03-28T19:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
3298,Неспростая весна,2015-03-29T16:00:00+03:00,2015-03-29T19:30:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 21, '2': 21}"
3299,Black Sea Open,2015-07-31T11:00:00+03:00,2015-08-02T19:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12, '6': 12}"
3300,Чемпионат Грузии,2015-06-27T12:00:00+03:00,2015-06-28T19:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12, '6': 12}"
3301,15 лет. Полёт нормальный.,2015-05-16T18:00:00+03:00,2015-05-16T21:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
3302,Межфакультетский кубок МГУ. Первый полуфинал,2015-03-27T19:00:00+03:00,2015-03-27T22:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12}"
3303,Межфакультетский кубок МГУ. Второй полуфинал,2015-03-30T19:00:00+03:00,2015-03-30T22:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12}"
3304,Межфакультетский кубок МГУ. Третий полуфинал,2015-03-31T19:00:00+03:00,2015-03-31T22:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12}"
3305,Весенний чемпионат Нижневартовска,2015-04-12T11:00:00+03:00,2015-04-12T14:30:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 18, '2': 18}"
3306,Открытый кубок БФУ им. И. Канта,2015-05-23T10:00:00+03:00,2015-05-24T16:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
3307,AU,2015-05-09T12:00:00+03:00,2015-05-10T17:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
3308,Чемпионат 9 стран,2015-03-28T10:00:00+03:00,2015-03-29T18:00:00+03:00,"{'id': 5, 'name': 'Общий зачёт'}","{'1': 60, '2': 60, '3': 60, '4': 60, '5': 60, '6': 60, '7': 60, '8': 60}"
3309,Не стыдно показать,2015-05-08T18:00:00+03:00,2015-05-12T18:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
3310,Головний Герць Оболоні Open,2015-04-26T13:00:00+03:00,2015-04-26T18:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
3311,Чемпионат Минска. Лига А. Тур шестой.,2015-04-27T18:45:00+03:00,2015-04-27T21:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 18, '2': 18}"
3312,Гроза пятнадцатого года,2015-05-02T11:00:00+03:00,2015-05-02T16:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
3313,Total Eclipse,2015-10-03T14:30:00+03:00,2015-10-03T18:00:00+03:00,"{'id': 6, 'name': 'Строго синхронный'}","{'1': 14, '2': 14, '3': 14}"
3314,Молодёжный чемпионат Украины,2015-05-02T16:00:00+03:00,2015-05-03T13:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15, '6': 15}"
3315,Вторая лига чемпионата Харьковской области,2014-10-27T00:00:00+03:00,2015-04-02T22:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15}"
3316,Формула выбора,2015-04-18T13:00:00+03:00,2015-04-18T16:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12}"
3317,Апрельская капель,2015-04-12T14:20:00+03:00,2015-04-12T16:20:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12}"
3318,Летний Синхронный Умлаут,2015-06-25T21:00:00+03:00,2015-06-29T21:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
3321,Игра Первопрестольной. Кубок льда,2015-09-19T12:30:00+03:00,2015-09-19T16:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
3322,Игра Первопрестольной. Кубок пламени,2015-09-20T12:30:00+03:00,2015-09-20T16:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
3323,Игра Первопрестольной. Общий зачёт,2015-09-19T12:00:00+03:00,2015-09-20T20:00:00+03:00,"{'id': 5, 'name': 'Общий зачёт'}","{'1': 48, '2': 45}"
3325,Балтийский берег. 1 игра,2015-10-02T19:05:00+03:00,2015-10-06T19:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
3326,Балтийский берег. 2 игра,2015-11-27T19:05:00+03:00,2015-12-01T19:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
3327,Балтийский берег. 3 игра,2016-01-22T19:05:00+03:00,2016-01-26T19:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
3328,Балтийский берег. 4 игра,2016-02-26T19:05:00+03:00,2016-03-01T19:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
3329,Балтийский берег. 5 игра,2016-04-08T19:05:00+03:00,2016-04-12T19:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
3330,Синхрон Моносова,2016-01-29T14:00:00+03:00,2016-02-02T14:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 13, '2': 13, '3': 13}"
3331,Чемпионат Астрахани. Dixi,2015-04-19T13:00:00+03:00,2015-04-19T17:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12}"
3332,Сибирские Афины,2015-05-01T11:00:00+03:00,2015-05-03T14:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12}"
3333,Корабль Тесея,2015-05-08T19:30:00+03:00,2015-05-12T19:29:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
3334,Кубок Югры,2015-05-02T11:00:00+03:00,2015-05-03T17:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 10, '2': 10, '3': 10, '4': 10, '5': 10, '6': 10}"
3335,Чемпионат Минска. Финал.,2015-05-11T18:45:00+03:00,2015-05-11T21:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 18, '2': 18}"
3336,Кубок тёмных лошадок,2015-06-27T00:05:00+03:00,2015-06-30T23:55:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 11, '2': 11, '3': 11, '4': 11}"
3337,Молодёжный Кубок Вятки,2015-05-17T13:00:00+03:00,2015-05-17T17:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
3338,Кубок Интигры,2015-05-11T11:00:00+03:00,2015-05-11T17:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 8, '2': 8, '3': 8, '4': 8, '5': 8, '6': 8, '7': 8, '8': 8}"
3339,Кубок княгини Ольги,2015-06-27T12:00:00+03:00,2015-06-28T15:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15}"
3340,Турнирум,2016-03-25T20:00:00+03:00,2016-03-29T20:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 14, '2': 14, '3': 14}"
3341,Открытый Кубок КНИТУ,2015-05-30T13:00:00+03:00,2015-05-31T15:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15}"
3342,Чемпионат Мурманской области. Игра третья.,2015-05-22T00:00:00+03:00,2015-05-26T00:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 20, '2': 20, '3': 20}"
3343,Чемпионат Харьковской области. Первая лига,2014-10-20T00:00:00+04:00,2015-04-15T00:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15}"
3344,Чемпионат Харьковской области. Высшая лига,2014-10-19T00:00:00+04:00,2015-04-19T17:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
3345,Кубок 12 коллегий,2015-04-11T13:00:00+03:00,2015-04-11T17:30:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12}"
3346,Синхронокластический инфундибулум,2015-10-23T20:00:00+03:00,2015-10-27T20:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
3347,Чемпионат Германии,2015-06-06T10:00:00+03:00,2015-06-07T18:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
3348,Коблево,2015-05-09T14:00:00+03:00,2015-05-10T14:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12, '6': 12}"
3349,Чемпионат Финляндии,2015-05-09T18:00:00+03:00,2015-05-09T21:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15}"
3350,Чемпионат Азербайджана,2015-05-03T11:30:00+03:00,2015-05-03T17:30:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
3351,Кубок вМоГоТУ,2015-10-24T11:00:00+03:00,2015-10-24T17:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
3352,Geek-ЧГК,2015-06-05T19:00:00+03:00,2015-06-09T19:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
3353,Кубок грибоедов,2015-05-24T10:00:00+03:00,2015-05-24T13:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12}"
3354,Без единого гвоздя,2015-06-13T12:00:00+03:00,2015-06-14T15:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15}"
3356,Жизнь и время Михаэля К.,2015-10-09T21:00:00+03:00,2015-10-13T21:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
3357,Ultima Tule,2015-06-20T13:00:00+03:00,2015-06-21T16:30:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15}"
3358,Финал кубка МУБК,2015-05-29T19:00:00+03:00,2015-05-29T22:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12}"
3359,Чемпионат Караганды,2015-06-07T08:00:00+03:00,2015-06-07T14:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
3360,Белые ночи,2015-07-04T15:00:00+03:00,2015-07-05T16:30:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15}"
3361,Командум,2015-05-31T12:00:00+03:00,2015-05-31T17:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 13, '2': 13, '3': 13, '4': 13}"
3362,"Открытый весенний братский кубок ""От Винта""",2015-05-18T18:00:00+03:00,2015-05-18T21:30:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 18, '2': 18}"
3363,Чемпионат Канады,2015-05-23T16:00:00+03:00,2015-05-24T17:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15}"
3364,Синхрон Трефиловых,2015-11-27T20:00:00+03:00,2015-12-01T20:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
3365,Симбирск Опен,2015-09-19T12:00:00+03:00,2015-09-20T15:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15, '5': 15}"
3366,Девятый круг,2015-07-10T14:00:00+03:00,2015-07-13T23:55:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 12, '2': 12, '3': 12}"
3367,Пущинские Дали,2015-07-11T12:00:00+03:00,2015-07-12T15:30:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12, '5': 12, '6': 12}"
3368,Синхронный кубок Иерусалима,2015-07-24T19:00:00+03:00,2015-07-28T19:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
3369,Горы от ума,2015-06-13T10:00:00+03:00,2015-06-13T16:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
3370,Кубок Хэллоуина,2015-10-30T21:00:00+03:00,2015-11-03T21:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 13, '2': 13, '3': 13}"
3372,Серия MASTERS. Синхрон Коробейникова,2015-12-11T19:00:00+03:00,2015-12-15T19:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
3374,Летние зори. Гала-турнир,2015-08-22T14:00:00+03:00,2015-08-22T20:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 15, '2': 15, '3': 15, '4': 15}"
3375,Чемпионат Литвы,2015-05-30T12:00:00+03:00,2015-05-30T16:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12, '4': 12}"
3376,Кубок Спринтера,2015-06-20T11:00:00+03:00,2015-06-20T14:00:00+03:00,"{'id': 2, 'name': 'Обычный'}","{'1': 12, '2': 12, '3': 12}"
3377,Серия MASTERS. Синхрон Николенко,2016-02-20T19:00:00+03:00,2016-02-24T19:00:00+03:00,"{'id': 3, 'name': 'Синхрон'}","{'1': 15, '2': 15, '3': 15}"
